frame_no,status,elapsed_ms,path
1659,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1659_unknown.png
1660,normal,10,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1660_unknown.png
1661,normal,9,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1661_unknown.png
1662,normal,11,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1662_unknown.png
1663,normal,9,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1663_unknown.png
1664,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1664_unknown.png
1665,normal,9,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1665_unknown.png
1666,normal,9,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1666_unknown.png
1667,normal,10,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1667_unknown.png
1668,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1668_unknown.png
1669,normal,17,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1669_unknown.png
1670,normal,10,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1670_unknown.png
1671,normal,9,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1671_unknown.png
1672,normal,13,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1672_unknown.png
1673,normal,10,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1673_unknown.png
1674,normal,15,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1674_unknown.png
1675,normal,15,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1675_unknown.png
1676,normal,16,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1676_unknown.png
1677,normal,18,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1677_unknown.png
1678,normal,15,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1678_unknown.png
1679,normal,10,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1679_unknown.png
1680,normal,14,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1680_unknown.png
1681,normal,13,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1681_unknown.png
1682,normal,10,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1682_unknown.png
1683,normal,10,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1683_unknown.png
1684,normal,10,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1684_unknown.png
1685,normal,11,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1685_unknown.png
1686,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1686_unknown.png
1687,normal,10,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1687_unknown.png
1688,normal,12,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1688_unknown.png
1689,normal,12,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1689_unknown.png
1690,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1690_unknown.png
1691,normal,11,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1691_unknown.png
1692,normal,11,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1692_unknown.png
1693,normal,9,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1693_unknown.png
1694,normal,10,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1694_unknown.png
1695,normal,9,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1695_unknown.png
1696,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1696_unknown.png
1697,normal,12,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1697_unknown.png
1698,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1698_unknown.png
1699,normal,7,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1699_unknown.png
1700,normal,10,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1700_unknown.png
1701,normal,6,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1701_unknown.png
1702,normal,9,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1702_unknown.png
1703,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1703_unknown.png
1704,normal,10,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1704_unknown.png
1705,normal,9,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1705_unknown.png
1706,normal,9,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1706_unknown.png
1707,normal,9,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1707_unknown.png
1708,normal,11,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1708_unknown.png
1709,normal,10,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1709_unknown.png
1710,normal,12,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1710_unknown.png
1711,normal,9,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1711_unknown.png
1712,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1712_unknown.png
1713,normal,7,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1713_unknown.png
1714,normal,7,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1714_unknown.png
1715,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1715_unknown.png
1716,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1716_unknown.png
1717,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1717_unknown.png
1718,normal,9,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1718_unknown.png
1719,normal,9,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1719_unknown.png
1720,normal,9,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1720_unknown.png
1721,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1721_unknown.png
1722,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1722_unknown.png
1723,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1723_unknown.png
1724,normal,7,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1724_unknown.png
1725,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1725_unknown.png
1726,normal,9,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1726_unknown.png
1727,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1727_unknown.png
1728,normal,7,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1728_unknown.png
1729,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1729_unknown.png
1730,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1730_unknown.png
1731,normal,7,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1731_unknown.png
1732,normal,6,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1732_unknown.png
1733,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1733_unknown.png
1734,normal,9,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1734_unknown.png
1735,normal,7,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1735_unknown.png
1736,normal,7,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1736_unknown.png
1737,normal,9,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1737_unknown.png
1738,normal,10,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1738_unknown.png
1739,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1739_unknown.png
1740,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1740_unknown.png
1741,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1741_unknown.png
1742,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1742_unknown.png
1743,normal,13,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1743_unknown.png
1744,normal,11,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1744_unknown.png
1745,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1745_unknown.png
1746,normal,7,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1746_unknown.png
1747,normal,9,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1747_unknown.png
1748,normal,10,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1748_unknown.png
1749,normal,11,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1749_unknown.png
1750,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1750_unknown.png
1751,normal,9,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1751_unknown.png
1752,normal,7,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1752_unknown.png
1753,normal,7,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1753_unknown.png
1754,normal,9,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1754_unknown.png
1755,normal,9,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1755_unknown.png
1756,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1756_unknown.png
1757,normal,12,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1757_unknown.png
1758,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1758_unknown.png
1759,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1759_unknown.png
1760,normal,10,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1760_unknown.png
1761,normal,7,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1761_unknown.png
1762,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1762_unknown.png
1763,normal,7,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1763_unknown.png
1764,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1764_unknown.png
1765,normal,7,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1765_unknown.png
1766,normal,7,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1766_unknown.png
1767,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1767_unknown.png
1768,normal,11,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1768_unknown.png
1769,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1769_unknown.png
1770,normal,7,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1770_unknown.png
1771,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1771_unknown.png
1772,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1772_unknown.png
1773,normal,7,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1773_unknown.png
1774,normal,7,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1774_unknown.png
1775,normal,7,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1775_unknown.png
1776,normal,10,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1776_unknown.png
1777,normal,7,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1777_unknown.png
1778,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1778_unknown.png
1779,normal,9,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1779_unknown.png
1780,normal,9,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1780_unknown.png
1781,normal,9,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1781_unknown.png
1782,normal,7,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1782_unknown.png
1783,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1783_unknown.png
1784,normal,10,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1784_unknown.png
1785,normal,10,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1785_unknown.png
1786,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1786_unknown.png
1787,normal,7,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1787_unknown.png
1788,normal,13,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1788_unknown.png
1789,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1789_unknown.png
1790,normal,10,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1790_unknown.png
1791,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1791_unknown.png
1792,normal,11,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1792_unknown.png
1793,normal,9,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1793_unknown.png
1794,normal,12,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1794_unknown.png
1795,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1795_unknown.png
1796,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1796_unknown.png
1797,normal,7,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1797_unknown.png
1798,normal,7,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1798_unknown.png
1799,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1799_unknown.png
1800,normal,9,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1800_unknown.png
1801,normal,9,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1801_unknown.png
1802,normal,13,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1802_unknown.png
1803,normal,9,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1803_unknown.png
1804,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1804_unknown.png
1805,normal,7,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1805_unknown.png
1806,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1806_unknown.png
1807,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1807_unknown.png
1808,normal,10,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1808_unknown.png
1809,normal,9,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1809_unknown.png
1810,normal,9,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1810_unknown.png
1811,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1811_unknown.png
1812,normal,7,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1812_unknown.png
1813,normal,9,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1813_unknown.png
1814,normal,13,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1814_unknown.png
1815,normal,16,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1815_unknown.png
1816,normal,9,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1816_unknown.png
1817,normal,9,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1817_unknown.png
1818,normal,15,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1818_unknown.png
1819,normal,11,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1819_unknown.png
1820,normal,11,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1820_unknown.png
1821,normal,10,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1821_unknown.png
1822,normal,11,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1822_unknown.png
1823,normal,11,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1823_unknown.png
1824,normal,12,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1824_unknown.png
1825,normal,9,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1825_unknown.png
1826,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1826_unknown.png
1827,normal,11,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1827_unknown.png
1828,normal,11,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1828_unknown.png
1829,normal,12,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1829_unknown.png
1830,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1830_unknown.png
1831,normal,10,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1831_unknown.png
1832,normal,10,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1832_unknown.png
1833,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1833_unknown.png
1834,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1834_unknown.png
1835,normal,7,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1835_unknown.png
1836,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1836_unknown.png
1837,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1837_unknown.png
1838,normal,7,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1838_unknown.png
1839,normal,10,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1839_unknown.png
1840,normal,9,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1840_unknown.png
1841,normal,7,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1841_unknown.png
1842,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1842_unknown.png
1843,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1843_unknown.png
1844,normal,9,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1844_unknown.png
1845,normal,11,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1845_unknown.png
1846,normal,9,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1846_unknown.png
1847,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1847_unknown.png
1848,normal,9,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1848_unknown.png
1849,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1849_unknown.png
1850,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1850_unknown.png
1851,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1851_unknown.png
1852,normal,7,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1852_unknown.png
1853,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1853_unknown.png
1854,normal,9,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1854_unknown.png
1855,normal,10,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1855_unknown.png
1856,normal,7,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1856_unknown.png
1857,normal,13,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1857_unknown.png
1858,normal,13,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1858_unknown.png
1859,normal,13,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1859_unknown.png
1860,normal,13,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1860_unknown.png
1861,normal,12,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1861_unknown.png
1862,normal,9,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1862_unknown.png
1863,normal,13,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1863_unknown.png
1864,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1864_unknown.png
1865,normal,14,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1865_unknown.png
1866,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1866_unknown.png
1867,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1867_unknown.png
1868,normal,14,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1868_unknown.png
1869,normal,12,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1869_unknown.png
1870,normal,10,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1870_unknown.png
1871,normal,10,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1871_unknown.png
1872,normal,7,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1872_unknown.png
1873,normal,7,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1873_unknown.png
1874,normal,7,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1874_unknown.png
1875,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1875_unknown.png
1876,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1876_unknown.png
1877,normal,7,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1877_unknown.png
1878,normal,9,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1878_unknown.png
1879,normal,13,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1879_unknown.png
1880,normal,9,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1880_unknown.png
1881,normal,7,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1881_unknown.png
1882,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1882_unknown.png
1883,normal,9,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1883_unknown.png
1884,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1884_unknown.png
1885,normal,10,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1885_unknown.png
1886,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1886_unknown.png
1887,normal,13,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1887_unknown.png
1888,normal,19,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1888_unknown.png
1889,normal,14,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1889_unknown.png
1890,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1890_unknown.png
1891,normal,10,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1891_unknown.png
1892,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1892_unknown.png
1893,normal,9,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1893_unknown.png
1894,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1894_unknown.png
1895,normal,7,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1895_unknown.png
1896,normal,7,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1896_unknown.png
1897,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1897_unknown.png
1898,normal,9,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1898_unknown.png
1899,normal,9,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_1899_unknown.png
